name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
species_1787	1787	S	13	47	60	0.00060
species_1469	1469	S	13	35	48	0.00048
species_1777	1777	S	13	55	68	0.00068
species_2170	2170	S	13	51	64	0.00064
species_732	732	S	13	53	66	0.00066
species_2202	2202	S	13	47	60	0.00060
species_1628	1628	S	13	49	62	0.00062
species_1856	1856	S	13	76	89	0.00089
species_2211	2211	S	13	32	45	0.00045
species_1760	1760	S	13	44	57	0.00057
species_1796	1796	S	13	63	76	0.00076
species_2210	2210	S	12	51	63	0.00063
species_2208	2208	S	12	57	69	0.00069
species_1337	1337	S	12	37	49	0.00049
species_1298	1298	S	12	41	53	0.00053
species_1388	1388	S	12	51	63	0.00063
species_1800	1800	S	12	48	60	0.00060
species_790	790	S	12	63	75	0.00075
species_1792	1792	S	12	45	57	0.00057
species_917	917	S	12	44	56	0.00056
species_985	985	S	12	36	48	0.00048
species_753	753	S	12	31	43	0.00043
species_2277	2277	S	12	63	75	0.00075
species_2065	2065	S	12	53	65	0.00065
species_1069	1069	S	12	48	60	0.00060
species_750	750	S	12	34	46	0.00046
species_2137	2137	S	12	65	77	0.00077
species_1926	1926	S	12	31	43	0.00043
species_696	696	S	12	51	63	0.00063
species_1782	1782	S	12	41	53	0.00053
species_2126	2126	S	12	46	58	0.00058
species_1149	1149	S	12	34	46	0.00046
species_2124	2124	S	12	57	69	0.00069
species_1799	1799	S	11	53	64	0.00064
species_1891	1891	S	11	62	73	0.00073
species_1869	1869	S	11	53	64	0.00064
species_1861	1861	S	11	44	55	0.00055
species_1359	1359	S	11	37	48	0.00048
species_1907	1907	S	11	36	47	0.00047
species_1925	1925	S	11	40	51	0.00051
species_1432	1432	S	11	43	54	0.00054
species_1640	1640	S	11	32	43	0.00043
species_1873	1873	S	11	35	46	0.00046
species_2327	2327	S	11	37	48	0.00048
species_2151	2151	S	11	48	59	0.00059
species_1802	1802	S	11	36	47	0.00047
species_1088	1088	S	11	36	47	0.00047
species_2313	2313	S	11	40	51	0.00051
species_719	719	S	11	39	50	0.00050
species_1078	1078	S	11	44	55	0.00055
species_2241	2241	S	11	33	44	0.00044
species_1189	1189	S	10	34	44	0.00044
species_2320	2320	S	10	65	75	0.00075
species_1872	1872	S	10	37	47	0.00047
species_1870	1870	S	10	36	46	0.00046
species_2346	2346	S	10	44	54	0.00054
species_1728	1728	S	10	40	50	0.00050
species_2347	2347	S	10	51	61	0.00061
species_2028	2028	S	10	35	45	0.00045
species_1850	1850	S	10	46	56	0.00056
species_1996	1996	S	10	36	46	0.00046
species_2135	2135	S	10	35	45	0.00045
species_1992	1992	S	10	35	45	0.00045
species_1293	1293	S	10	31	41	0.00041
species_587	587	S	10	35	45	0.00045
species_2421	2421	S	10	34	44	0.00044
species_1857	1857	S	9	32	41	0.00041
species_2123	2123	S	9	32	41	0.00041
species_2121	2121	S	9	38	47	0.00047
species_1853	1853	S	9	61	70	0.00070
species_1849	1849	S	9	36	45	0.00045
species_1605	1605	S	9	27	36	0.00036
species_1582	1582	S	9	42	51	0.00051
species_1867	1867	S	9	52	61	0.00061
species_2071	2071	S	9	54	63	0.00063
species_2391	2391	S	9	40	49	0.00049
species_1995	1995	S	9	33	42	0.00042
species_565	565	S	9	30	39	0.00039
species_1315	1315	S	9	36	45	0.00045
species_924	924	S	9	32	41	0.00041
species_841	841	S	9	36	45	0.00045
species_1500	1500	S	9	31	40	0.00040
species_2062	2062	S	9	40	49	0.00049
species_649	649	S	9	54	63	0.00063
species_1788	1788	S	8	28	36	0.00036
species_1851	1851	S	8	37	45	0.00045
species_2294	2294	S	8	28	36	0.00036
species_1968	1968	S	8	35	43	0.00043
species_597	597	S	8	51	59	0.00059
species_911	911	S	8	29	37	0.00037
species_957	957	S	8	45	53	0.00053
species_2104	2104	S	8	42	50	0.00050
species_1659	1659	S	7	28	35	0.00035
species_2494	2494	S	7	40	47	0.00047
species_1765	1765	S	7	38	45	0.00045
species_1170	1170	S	7	31	38	0.00038
species_634	634	S	7	33	40	0.00040
species_2427	2427	S	7	24	31	0.00031
species_583	583	S	7	27	34	0.00034
species_1998	1998	S	7	46	53	0.00053
species_2297	2297	S	6	34	40	0.00040
species_646	646	S	6	31	37	0.00037
species_1786	1786	S	6	34	40	0.00040
species_635	635	S	6	34	40	0.00040
species_1988	1988	S	6	35	41	0.00041
species_2067	2067	S	3	21	24	0.00024
